collection_no,record_type,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,reference_nos,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,time_bins,time_contain,time_major,time_buffer,time_overlap,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,research_group,primary_reference,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified,direct_ma,direct_ma_error,direct_ma_method,formation_alt,member_alt,stratgroup_alt,interval_lb,interval_ub,rock_no_sr,formation_no,rock_unit_senior,rock2_no_sr,formation2_no,rock_unit_senior2,ma_lb,ma_ub,zone_species,non_taxon_zone,non_taxon_zone_label
4337,col,-85,31.81583,Sohl and Koch OFR # 304,0,Hatcher Well 1; USGS # 32801 : 2,34,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Quitman,,seconds,small collection,,gp_mid,-52.03,37.13,109,Providence,,,bed,Contusotruncana contusa,Hatcher Well,221,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,,,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,166,M. Kosnik,M. Kosnik,M. Clapham,8/14/99,7/28/17,0,0,,,,,Ma1,Ma1,19864,19864,Providence,0,0,,72.1,70,contusa,,
4338,col,-85,31.81583,Sohl and Koch OFR # 305,0,Hatcher Well 1; USGS # 32803,16,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Quitman,,seconds,small collection,,gp_mid,-52.03,37.13,109,Providence,,,bed,Contusotruncana contusa,Hatcher Well,218,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19864,19864,Providence,0,0,,72.1,70,contusa,,
4341,col,-85,31.81583,Sohl and Koch OFR # 308,0,Hatcher Well 1; USGS # 32807 : 8,14,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Quitman,,seconds,small collection,,gp_mid,-52.03,37.13,109,Providence,,,bed,Contusotruncana contusa,Hatcher Well,203,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,,,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19864,19864,Providence,0,0,,72.1,70,contusa,,
4342,col,-79.80028,34.04167,Sohl and Koch OFR # 351,0,Elim; USGS # 32231,25,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,South Carolina,Florence,,seconds,small collection,,gp_mid,-45.89,37.47,109,Peedee,,Lower,member,CC25 - CC26,,,,,,,Self-Trail (2002) reports that the Peedee Fm in South Carolina spans zones CC25a-CC26b.  Haustator bilira assemblage zone.,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,claystone,gray,,silty,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma2,Ma2,19852,19851,Peedee (Lower),0,0,,70,66,,,
4343,col,-79.81667,34.02917,Sohl and Koch OFR # 352,0,Lynches Mill; USGS # 32232,25,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,South Carolina,Florence,,seconds,small collection,,gp_mid,-45.91,37.47,109,Peedee,,Lower,member,CC25 - CC26,,,,,,,Self-Trail (2002) reports that the Peedee Fm in South Carolina spans zones CC25a-CC26b.  Haustator bilira assemblage zone.,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,claystone,gray,,sandy,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,166,M. Kosnik,M. Kosnik,M. Clapham,8/14/99,7/28/17,0,0,,,,,Ma2,Ma2,19852,19851,Peedee (Lower),0,0,,70,66,,,
4349,col,-79.40833,33.8875,Sohl and Koch OFR # 359,0,Allison fts Landing-5; USGS # 32332,17,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,South Carolina,Florence,,seconds,small collection,,gp_mid,-45.59,37.2,109,Peedee,,Lower,member,CC25 - CC26,,,,,,,Self-Trail (2002) reports that the Peedee Fm in South Carolina spans zones CC25a-CC26b.  Haustator bilira assemblage zone.,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"glauconitic,gray",lithified,argillaceous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma2,Ma2,19852,19851,Peedee (Lower),0,0,,70,66,,,
4350,col,-79.4275,33.89834,Sohl and Koch OFR # 361,0,Dead river-1; USGS # 32329,49,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,South Carolina,Florence,,seconds,small collection,,gp_mid,-45.6,37.22,109,Peedee,,Lower,member,CC25 - CC26,,,,,,,Self-Trail (2002) reports that the Peedee Fm in South Carolina spans zones CC25a-CC26b.  Haustator bilira assemblage zone.,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,claystone,gray,lithified,"sandy,calcareous",,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19852,19851,Peedee (Lower),0,0,,70,66,,,
4351,col,-79.40833,33.8875,Sohl and Koch OFR # 362,0,Allison fts Landing-2; USGS # 32331,49,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,South Carolina,Florence,,seconds,small collection,,gp_mid,-45.59,37.2,109,Peedee,,Lower,member,CC25 - CC26,,,,,,,Self-Trail (2002) reports that the Peedee Fm in South Carolina spans zones CC25a-CC26b.  Haustator bilira assemblage zone.,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,silty,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19852,19851,Peedee (Lower),0,0,,70,66,,,
4354,col,-79.25,33.83333,Sohl and Koch OFR # 365,0,Honey Lake; USGS # 32344,72,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,South Carolina,Florence,,minutes,small collection,,gp_mid,-45.47,37.1,109,Peedee,,Lower,member,CC25 - CC26,,,,,,,Self-Trail (2002) reports that the Peedee Fm in South Carolina spans zones CC25a-CC26b.  Haustator bilira assemblage zone.,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,calcareous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19852,19851,Peedee (Lower),0,0,,70,66,,,
4355,col,-79.385,33.8625,Sohl and Koch OFR # 366,0,Honey Lake; USGS # 32344,78,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,South Carolina,Florence,,seconds,small collection,,gp_mid,-45.58,37.17,109,Peedee,,Lower,member,CC25 - CC26,,,,,,,Self-Trail (2002) reports that the Peedee Fm in South Carolina spans zones CC25a-CC26b.  Haustator bilira assemblage zone.,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,calcareous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19852,19851,Peedee (Lower),0,0,,70,66,,,
4362,col,-79.30417,33.7625,Sohl and Koch OFR # 374,0,Pine bluff-3; USGS # 32343,23,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,South Carolina,Georgetown,,seconds,small collection,,gp_mid,-45.55,37.05,109,Peedee,,Upper,member,CC25 - CC26,,,,,,,Self-Trail (2002) reports that the Peedee Fm in South Carolina spans zones CC25a-CC26b.  Haustator bilira assemblage zone.,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,,silty,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19853,19851,Peedee (Upper),0,0,,70,66,,,
4364,col,-77,38.79583,Sohl and Koch OFR # 410,0,Oxen Hill; USGS # 32769,52,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,Maryland,Prince Georges,,seconds,small collection,,gp_mid,-40.73,40.89,109,Severn,,Upper,member,Discoscaphites conradi,,,,,,,Haustator bilira assemblage zone,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,argillaceous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19896,19895,Severn (Upper),0,0,,69,68.4,conradi,,
4365,col,-77,38.79583,Sohl and Koch OFR # 411,0,Oxen Hill; USGS # 32770,56,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,Maryland,Prince Georges,,seconds,small collection,,gp_mid,-40.73,40.89,109,Severn,,,formation,Discoscaphites conradi,,,,,,,Haustator bilira assemblage zone,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"glauconitic,gray",lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19895,19895,Severn,0,0,,69,68.4,conradi,,
4366,col,-76.84583,38.89167,Sohl and Koch OFR # 415,0,Central Ave; USGS # 28858,74,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,Maryland,Prince Georges,,seconds,small collection,,gp_mid,-40.53,40.93,109,Severn,,Uppermost,member,Discoscaphites conradi,,,,,,,Haustator bilira assemblage zone,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"glauconitic,gray",,argillaceous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19897,19895,Severn (Uppermost),0,0,,69,68.4,conradi,,
4367,col,-76.84583,38.89167,Sohl and Koch OFR # 416,0,Central Ave; USGS # 28858,70,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,Maryland,Prince Georges,,seconds,small collection,,gp_mid,-40.53,40.93,109,Severn,,Uppermost,member,Discoscaphites conradi,,,,,,,Haustator bilira assemblage zone,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,argillaceous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19897,19895,Severn (Uppermost),0,0,,69,68.4,conradi,,
4368,col,-76.84583,38.89167,Sohl and Koch OFR # 417,0,Central Ave; USGS # 28858,124,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,Maryland,Prince Georges,,seconds,small collection,,gp_mid,-40.53,40.93,109,Severn,,Uppermost,member,Discoscaphites conradi,,,,,,,Haustator bilira assemblage zone,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,argillaceous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19897,19895,Severn (Uppermost),0,0,,69,68.4,conradi,,
4369,col,-76.85139,38.91667,Sohl and Koch OFR # 419,0,Landover Mall; USGS # 32774,164,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,Maryland,Prince Georges,,minutes,small collection,,gp_mid,-40.52,40.95,109,Severn,,Uppermost,member,Discoscaphites conradi,,,,,,,Haustator bilira assemblage zone,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"glauconitic,gray",,,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,64,M. Kosnik,M. Kosnik,J. Sessa,8/14/99,8/17/09,0,0,,,,,Ma2,Ma2,19897,19895,Severn (Uppermost),0,0,,69,68.4,conradi,,
4370,col,-76.85139,38.91667,Sohl and Koch OFR # 420,0,Landover Mall; USGS # 32774,89,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,Maryland,Prince Georges,,minutes,small collection,,gp_mid,-40.52,40.95,109,Severn,,,formation,Discoscaphites conradi,,,,,,,Haustator bilira assemblage zone,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,"argillaceous,calcareous",,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19895,19895,Severn,0,0,,69,68.4,conradi,,
4371,col,-76.85139,38.91667,Sohl and Koch OFR # 421,0,Landover Mall; USGS # 32775,97,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,Maryland,Prince Georges,,minutes,small collection,,gp_mid,-40.52,40.95,109,Severn,,Uppermost,member,Discoscaphites conradi,,,,,,,Haustator bilira assemblage zone,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"glauconitic,gray",,,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19897,19895,Severn (Uppermost),0,0,,69,68.4,conradi,,
4372,col,-76.85083,38.91583,Sohl and Koch OFR # 422,0,Brightseat; USGS # 32773,92,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,Maryland,Prince Georges,,seconds,small collection,,gp_mid,-40.52,40.95,109,Severn,,Uppermost,member,Discoscaphites conradi,,,,,,,Haustator bilira assemblage zone,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"glauconitic,gray",,argillaceous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19897,19895,Severn (Uppermost),0,0,,69,68.4,conradi,,
4373,col,-76.85083,38.91583,Sohl and Koch OFR # 423,0,Brightseat; USGS # 32772,97,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,Maryland,Prince Georges,,seconds,small collection,,gp_mid,-40.52,40.95,109,Severn,,Uppermost,member,Discoscaphites conradi,,,,,,,Haustator bilira assemblage zone,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"glauconitic,gray",,argillaceous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19897,19895,Severn (Uppermost),0,0,,69,68.4,conradi,,
4374,col,-76.84306,38.94667,Sohl and Koch OFR # 430,0,Lanham; USGS # 31082,44,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,Maryland,Prince Georges,,seconds,small collection,,gp_mid,-40.49,40.97,109,Severn,,Upper,member,Discoscaphites conradi,,,,,,,Haustator bilira assemblage zone,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,,argillaceous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19896,19895,Severn (Upper),0,0,,69,68.4,conradi,,
4376,col,-76.02917,39.33055,Sohl and Koch OFR # 450,0,Betterton; USGS # 30253,34,Late Maastrichtian,Late Maastrichtian,70,66,Sohl and Koch,1987,281,281,US,Maryland,Kent,,seconds,small collection,,gp_mid,-39.52,41.05,109,Severn,,Upper,member,Discoscaphites conradi,,,,,,,Haustator bilira assemblage zone,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"glauconitic,gray",,argillaceous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,marine invertebrate,N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,8/8/16,0,0,,,,,Ma2,Ma2,19896,19895,Severn (Upper),0,0,,69,68.4,conradi,,
